id,word,stress,num_syllables,lemma
16244,мирам,1,2,мир
16245,мста,1,1,мста
16246,раздачу,2,3,раздача
16247,покачав,3,3,покачать
16248,просидела,3,4,просиживать
16249,нецензурные,3,5,нецензурный
16250,преступный,2,3,преступный
16251,алтаря,3,3,алтарь
16252,поступившей,3,4,поступать
16253,синтетическая,3,6,синтетический
16254,одноэтажных,4,5,одноэтажный
16255,освещены,4,4,освещать
16256,джемы,1,2,джем
16257,сантиметры,3,4,сантиметр
16258,школьники,1,3,школьник
16259,листовых,3,3,листовой
16260,теракты,2,3,теракт
16261,обновляются,3,5,обновляться
16262,сахарной,1,3,сахарный
16263,реж,1,1,реж
16264,подпункта,2,3,подпункт
16265,словесной,2,3,словесный
16266,памятка,1,3,памятка
16267,простор,2,2,простор
16268,обречены,4,4,обрекать
16269,кофейных,2,3,кофейный
16270,отсутствовала,2,5,отсутствовать
16271,прогнозистов,3,4,прогнозист
16272,выучили,1,4,выучивать
16273,светел,1,2,светлый
16274,убери,3,3,убирать
16275,трансаэро,2,4,трансаэро
16276,футляре,2,3,футляр
16277,вальтер,1,2,вальтер
16278,княжич,1,2,княжич
16279,хуйня,2,2,хуйня
16280,справедливые,3,5,справедливый
16281,плавники,3,3,плавник
16282,величины,4,4,величина
16283,поступлению,3,5,поступление
16284,перечить,2,3,перечить
16285,парус,1,2,парус
16286,подаю,3,3,подавать
16287,позволят,2,3,позволять
16288,сервера,1,3,сервер
16289,опускаются,3,5,опускаться
16290,шнуровка,2,3,шнуровка
16291,коридорам,3,4,коридор
16292,донные,1,3,донный
16293,патчи,1,2,патч
16294,полисе,1,3,полис
16295,мотоблоков,3,4,мотоблок
16296,отце,2,2,отец
16297,скважинные,1,4,скважинный
16298,унес,2,2,уносить
16299,синхронный,2,3,синхронный
16300,приходов,2,3,приход
16301,закурил,3,3,закуривать
16302,неприятия,3,5,неприятие
16303,штрафную,2,3,штрафной
16304,гарью,1,2,гарь
16305,инсар,2,2,инсар
16306,возиться,2,3,возиться
16307,всласть,1,1,всласть
16308,дверном,2,2,дверной
16309,ясностью,1,3,ясность
16310,авторах,1,3,автор
16311,освежиться,3,4,освежаться
16312,приписали,3,4,приписывать
16313,режиссёры,3,4,режиссер
16314,недостаточный,3,5,недостаточный
16315,проснулось,2,3,просыпаться
16316,зажмурился,2,4,зажмуриваться
16317,отвагой,2,3,отвага
16318,заголовка,3,4,заголовок
16319,навеса,2,3,навес
16320,сталей,1,2,сталь
16321,разминку,2,3,разминка
16322,ракетный,2,3,ракетный
16323,вдовы,2,2,вдова
16324,толкнуло,2,3,толкнуть
16325,пепельный,1,3,пепельный
16326,пылкий,1,2,пылкий
16327,лебедки,2,3,лебедка
16328,начисленной,2,4,начислять
16329,бронированные,3,6,бронированный
16330,армейский,2,3,армейский
16331,шинные,1,3,шинный
16332,козе,2,2,коза
16333,венцом,2,2,венец
16334,сбыту,1,2,сбыт
16335,конвертом,2,3,конверт
16336,заботливым,2,4,заботливый
16337,сосредоточенным,4,6,сосредоточенный
16338,регламента,2,4,регламент
16339,папиной,1,3,папин
16340,полшага,3,3,полушаги
16341,резаков,3,3,резак
16342,возвращая,3,4,возвращать
16343,галку,1,2,галка
16344,пинцетом,2,3,пинцет
16345,именуемый,3,5,именовать
16346,розеткой,2,3,розетка
16347,гранатой,2,3,граната
16348,откроют,2,3,открывать
16349,наскоро,1,3,наскоро
16350,вяз,1,1,вяз
16351,радист,2,2,радист
16352,казавшийся,2,4,казаться
16353,кунцевская,1,4,кунцевский
16354,компенсацией,3,5,компенсация
16355,посидела,3,4,посидеть
16356,звенеть,2,2,звенеть
16357,японки,2,3,японка
16358,умов,2,2,ум
16359,выбери,1,3,выбирать
16360,панихиду,3,4,панихида
16361,смени,2,2,сменить
16362,враз,1,1,враз
16363,брестская,1,3,брестский
16364,стороннем,2,3,сторонний
16365,неизмеримо,4,5,неизмеримый
16366,видевшие,1,4,видеть
16367,даллас,1,2,даллас
16368,женам,1,2,жена
16369,служим,1,2,служить
16370,бутонов,2,3,бутон
16371,исподтишка,4,4,исподтишка
16372,казанским,2,3,казанский
16373,высказывались,2,5,высказываться
16374,козырьки,3,3,козырек
16375,строим,1,2,строить
16376,краткое,1,3,краткий
16377,туш,1,1,туш
16378,кибер,1,2,кибер
16379,минерального,3,5,минеральный
16380,плеер,1,2,плеер
16381,божеству,3,3,божество
16382,спасителей,2,4,спаситель
16383,закинув,2,3,закинуть
16384,реверс,1,2,реверс
16385,тесновато,3,4,тесновато
16386,оборачиваться,3,6,оборачиваться
16387,краз,1,1,краз
16388,присматривался,2,5,присматриваться
16389,предусмотренном,3,5,предусматривать
16390,считалось,2,3,считаться
16391,художниками,2,5,художник
16392,прекрасном,2,3,прекрасный
16393,могучее,2,4,могучий
16394,запутанной,2,4,запутывать
16395,ключом,2,2,ключ
16396,банальной,2,3,банальный
16397,заслужил,3,3,заслуживать
16398,мимолетное,3,5,мимолетный
16399,бесится,1,3,беситься
16400,зрелом,1,2,зрелый
16401,трубкой,1,2,трубка
16402,обыкновенно,4,5,обыкновенно
16403,листьям,1,2,лист
16404,ознакомлены,3,5,ознакомлять
16405,оперативника,4,6,оперативник
16406,мощнее,2,3,мощно
16407,фотографов,2,4,фотограф
16408,царил,2,2,царить
16409,кадрами,1,3,кадр
16410,пинать,2,2,пинать
16411,флейта,1,2,флейта
16412,струйками,1,3,струйка
16413,нарушаются,3,5,нарушаться
16414,контактах,2,3,контакт
16415,селезнева,3,4,селезнева
16416,реглан,2,2,реглан
16417,опоздали,3,4,опаздывать
16418,уберечь,3,3,уберегать
16419,снегов,1,2,снег
16420,элегантно,3,4,элегантно
16421,кажущаяся,1,5,кажущийся
16422,красивей,2,3,красиво
16423,языческого,2,5,языческий
16424,страничка,2,3,страничка
16425,дублин,1,2,дублин
16426,пьеса,1,2,пьеса
16427,вручали,2,3,вручать
16428,развились,3,3,развиваться
16429,меховых,3,3,меховой
16430,компаньоном,3,4,компаньон
16431,ново,1,2,новый
16432,вентиляционной,5,6,вентиляционный
16433,креативного,3,5,креативный
16434,роскошь,1,2,роскошь
16435,административном,5,6,административный
16436,инфекционное,4,6,инфекционный
16437,планктон,2,2,планктон
16438,мясорубки,3,4,мясорубка
16439,лаврентия,2,4,лаврентий
16440,посчитайте,3,4,посчитать
16441,вязёмы,2,3,вязема
16442,сновидениях,3,5,сновидение
16443,полтинник,2,3,полтинник
16444,приписал,3,3,приписывать
16445,умножать,3,3,умножать
16446,демонтажные,3,5,демонтажный
16447,нежен,1,2,нежный
16448,карелию,2,4,карелия
16449,автономному,3,5,автономный
16450,базовыми,1,4,базовый
16451,немое,2,3,немой
16452,шагает,2,3,шагать
16453,надуть,2,2,надувать
16454,наделали,2,4,наделать
16455,пятигорска,3,4,пятигорск
16456,кухарки,2,3,кухарка
16457,собеседники,3,5,собеседник
16458,тормозам,1,3,тормоз
16459,впуская,2,3,впускать
16460,объяснишь,3,3,объяснять
16461,сланцы,1,2,сланцы
16462,кубики,1,3,кубик
16463,волосатыми,3,5,волосатый
16464,заблокировать,3,5,заблокировать
16465,греховности,2,4,греховность
16466,средиземноморье,5,6,средиземноморье
16467,поднятия,2,4,поднятие
16468,распущенные,2,5,распускать
16469,щуку,1,2,щука
16470,парков,2,2,парк
16471,симпозиум,2,4,симпозиум
16472,осмотром,2,3,осмотр
16473,указывало,2,5,указывать
16474,тетрадку,2,3,тетрадка
16475,роет,1,2,рыть
16476,истома,2,3,истома
16477,содержании,3,5,содержание
16478,достоверная,3,5,достоверный
16479,сидящими,2,4,сидеть
16480,катаракта,3,4,катаракта
16481,штурмовых,3,3,штурмовой
16482,каменным,1,3,каменный
16483,окрестностям,2,4,окрестность
16484,уролога,2,4,уролог
16485,мортка,1,2,мортка
16486,природного,2,4,природный
16487,всероссийскую,3,5,всероссийский
16488,файле,2,2,файл
16489,санки,1,2,санки
16490,пристрелю,3,3,пристрелить
16491,эффективная,3,5,эффективный
16492,диком,1,2,дикий
16493,поперечной,3,4,поперечный
16494,антоний,2,3,антоний
16495,норвежская,2,4,норвежский
16496,дожила,3,3,доживать
16497,помотала,3,4,помотать
16498,байкальский,2,3,байкальский
16499,вологодского,3,5,вологодский
16500,губить,2,2,губить
16501,уголек,3,3,уголек
16502,пигментные,2,4,пигментный
16503,генпрокуратуры,5,6,генпрокуратура
16504,принты,2,2,принт
16505,экспертиз,3,3,экспертиза
16506,дианой,2,3,диана
16507,доводил,3,3,доводить
16508,гремят,2,2,греметь
16509,законной,2,3,законный
16510,ханой,2,2,ханой
16511,авдеева,2,4,авдеева
16512,клиентская,2,4,клиентский
16513,значатся,1,3,значиться
16514,дождливым,2,3,дождливый
16515,приоритет,4,4,приоритет
16516,волновать,3,3,волновать
16517,типичных,2,3,типичный
16518,тёплая,1,3,теплый
16519,затронуты,2,4,затрагивать
16520,адаптера,2,4,адаптер
16521,заверенный,2,4,заверять
16522,героин,3,3,героин
16523,целясь,1,2,целиться
16524,раскаленного,3,5,раскалять
16525,скифы,1,2,скиф
16526,рождества,3,3,рождество
16527,любыми,2,3,любой
16528,стратег,2,2,стратег
16529,родинки,1,3,родинка
16530,непрерывных,3,4,непрерывный
16531,иркутска,2,3,иркутск
16532,проклятие,2,4,проклятие
16533,салфеткой,2,3,салфетка
16534,ведете,2,3,вести
16535,добровольцами,3,5,доброволец
16536,втулки,1,2,втулка
16537,дока,1,2,дока
16538,гладиаторов,3,5,гладиатор
16539,защитной,2,3,защитный
16540,столетие,2,4,столетие
16541,настроено,2,4,настраивать
16542,выбегает,1,4,выбегать
16543,находок,2,3,находка
16544,умрёт,2,2,умирать
16545,подумают,2,4,подумать
16546,расхаживал,2,4,расхаживать
16547,саратовского,2,5,саратовский
16548,прописывается,2,6,прописываться
16549,стремления,2,4,стремление
16550,восстановлением,4,6,восстановление
16551,придумывал,2,4,придумывать
16552,спикеры,1,3,спикер
16553,нахмурилась,2,4,нахмуриваться
16554,соломоновы,3,5,соломонов
16555,модификациях,4,6,модификация
16556,прилепленные,2,5,прилеплять
16557,разыгрался,3,4,разыгрываться
16558,нарадоваться,2,5,нарадоваться
16559,колбы,1,2,колба
16560,утка,2,2,утка
16561,фундамента,2,4,фундамент
16562,честность,1,2,честность
16563,любима,2,3,любимый
16564,истинного,1,4,истинный
16565,едим,2,2,есть
16566,драматургия,4,5,драматургия
16567,полноценная,3,5,полноценный
16568,кровельных,1,3,кровельный
16569,третьему,1,3,третий
16570,литвин,2,2,литвин
16571,одновременным,4,5,одновременный
16572,высоцкого,2,4,высоцкий
16573,сан,1,1,сан
16574,проектора,2,4,проектор
16575,исключительное,3,6,исключительный
16576,поселили,3,4,поселять
16577,алехандро,3,4,алехандро
16578,соусов,1,3,соус
16579,компенсировали,3,6,компенсировать
16580,вытягивал,2,4,вытягивать
16581,очерков,3,3,очерк
16582,суровом,2,3,суровый
16583,пряжу,1,2,пряжа
16584,заводских,3,3,заводской
16585,холму,2,2,холм
16586,смущена,3,3,смущать
16587,приглашать,3,3,приглашать
16588,нескончаемой,3,5,нескончаемый
16589,свободна,2,3,свободный
16590,проема,2,3,проем
16591,бледным,1,2,бледный
16592,разводятся,2,4,разводиться
16593,очарован,3,4,очарованный
16594,эмилии,2,4,эмилия
16595,скиф,1,1,скиф
16596,прохлада,2,3,прохлада
16597,бакалея,3,4,бакалея
16598,месяцах,1,3,месяц
16599,нацией,1,3,нация
16600,привидений,3,4,привидение
16601,национализм,5,5,национализм
16602,обошел,3,3,обходить
16603,скребок,2,2,скребок
16604,переводчики,3,5,переводчик
16605,верхах,2,2,верх
16606,вектор,1,2,вектор
16607,мемориала,4,5,мемориал
16608,погибнут,2,3,погибать
16609,наводке,2,3,наводка
16610,заводы,2,3,завод
16611,ремонтной,2,3,ремонтный
16612,сливались,2,3,сливаться
16613,дарование,3,5,дарование
16614,лежим,2,2,лежать
16615,предпочтительно,3,5,предпочтительно
16616,майское,1,3,майский
16617,арками,1,3,арка
16618,соловецкий,3,4,соловецкий
16619,раздеться,2,3,раздеваться
16620,успейте,2,3,успевать
16621,обыкновенными,4,6,обыкновенный
16622,кобыле,2,3,кобыла
16623,концом,2,2,конец
16624,новогоднего,3,5,новогодний
16625,аллаху,2,3,аллах
16626,построю,2,3,построить
16627,письменности,1,4,письменность
16628,подразумевает,5,6,подразумевать
16629,приволжского,2,4,приволжский
16630,исполнительном,3,5,исполнительный
16631,называем,3,4,называть
16632,осипов,1,3,осипов
16633,савелий,2,3,савелий
16634,жилищем,2,3,жилище
16635,зачисляется,3,5,зачисляться
16636,нарушила,2,4,нарушать
16637,облетела,3,4,облетелый
16638,малиновое,2,5,малиновый
16639,странички,2,3,страничка
16640,занес,2,2,занести
16641,мёртвым,1,2,мертвый
16642,опухоли,1,4,опухоль
16643,отъезда,2,3,отъезд
16644,ожидаете,3,5,ожидать
16645,пристанищем,2,4,пристанище
16646,дистрибьюторы,3,5,дистрибьютор
16647,причинить,3,3,причинять
16648,раздастся,2,3,раздаваться
16649,центральные,2,4,центральный
16650,чашей,1,2,чаша
16651,пузырька,3,3,пузырек
16652,зет,1,1,зет
16653,писю,1,2,пися
16654,супермаркет,3,4,супермаркет
16655,палестинского,3,5,палестинский
16656,неисправен,3,4,неисправный
16657,бересты,2,3,береста
16658,бываешь,2,3,бывать
16659,обводя,3,3,обводить
16660,параллельными,3,5,параллельный
16661,стопка,1,2,стопка
16662,эксклюзивную,3,5,эксклюзивный
16663,звоном,1,2,звон
16664,выцветшие,1,4,выцветший
16665,воспитывали,2,5,воспитывать
16666,петушки,3,3,петушки
16667,договоры,3,4,договор
16668,отбойник,2,3,отбойник
16669,шестилетний,3,4,шестилетний
16670,согласованные,3,6,согласованный
16671,ротор,1,2,ротор
16672,светящимися,2,5,светиться
16673,одежд,2,2,одежда
16674,спало,1,2,спать
16675,страшной,1,2,страшный
16676,потраченное,2,5,потратить
16677,сокращений,3,4,сокращение
16678,украшенной,2,4,украшать
16679,сдвинуться,1,3,сдвигаться
16680,дора,1,2,дора
16681,деревянном,3,4,деревянный
16682,послышалась,2,4,послышаться
16683,нищета,3,3,нищета
16684,приемлемой,2,4,приемлемый
16685,группировками,3,5,группировка
16686,русски,1,2,русски
16687,барды,1,2,бард
16688,приблизились,2,4,приближаться
16689,независимые,3,6,независимый
16690,ощущениям,3,5,ощущение
16691,сторожевой,4,4,сторожевой
16692,контролируемых,3,6,контролировать
16693,исключили,3,4,исключать
16694,профилированный,3,6,профилировать
16695,компьютерную,2,5,компьютерный
16696,ложными,1,3,ложный
16697,обвиняемому,3,6,обвиняемый
16698,лимиты,3,3,лимит
16699,воеводы,3,4,воевода
16700,битума,2,3,битум
16701,костромской,3,3,костромской
16702,блеску,1,2,блеск
16703,аккредитации,4,6,аккредитация
16704,торговцами,2,4,торговец
16705,воровал,3,3,воровать
16706,давнего,1,3,давний
16707,отречение,3,5,отречение
16708,попрощались,3,4,попрощаться
16709,финансами,2,4,финансы
16710,гриль,1,1,гриль
16711,явную,1,3,явный
16712,ям,1,1,яма
16713,холодильника,3,5,холодильник
16714,пиздой,2,2,пизда
16715,баварии,2,4,бавария
16716,опаздывать,2,4,опаздывать
16717,кадром,1,2,кадр
16718,нагревательные,3,6,нагревательный
16719,слыхали,2,3,слыхать
16720,красными,1,3,красный
16721,лукавить,2,3,лукавить
16722,худеть,2,2,худеть
16723,скрывались,2,3,скрываться
16724,атомным,1,3,атомный
16725,компьютерной,2,4,компьютерный
16726,штатном,1,2,штатный
16727,забывает,3,4,забывать
16728,карате,2,3,карате
16729,нудный,1,2,нудный
16730,суровым,2,3,суровый
16731,внушительным,2,4,внушительный
16732,безмятежно,3,4,безмятежно
16733,возмущена,4,4,возмущать
16734,излучают,3,4,излучать
16735,шпона,1,2,шпон
16736,шествия,1,3,шествие
16737,ротором,1,3,ротор
16738,примитивными,3,5,примитивный
16739,туфлями,1,3,туфля
16740,считаные,1,4,считаный
16741,родника,3,3,родник
16742,батарейные,3,5,батарейный
16743,экспедицию,3,5,экспедиция
16744,требовались,1,4,требоваться
16745,состоятельных,3,5,состоятельный
16746,соглашением,3,5,соглашение
16747,фланге,1,2,фланг
16748,спели,1,2,спеть
16749,познать,2,2,познавать
16750,учинить,3,3,учинять
16751,поскакали,3,4,поскакать
16752,интенсивного,3,5,интенсивный
16753,сказываться,1,4,сказываться
16754,ролях,1,2,роль
16755,физическими,2,5,физический
16756,негативных,3,4,негативный
16757,некоммерческого,3,6,некоммерческий
16758,душный,1,2,душный
16759,внезапных,2,3,внезапный
16760,рождённый,2,3,рожать
16761,дипломат,3,3,дипломат
16762,оккупанты,3,4,оккупант
16763,здоровой,2,3,здоровый
16764,истребить,3,3,истреблять
16765,революцию,3,5,революция
16766,ингода,3,3,ингода
16767,кремень,2,2,кремень
16768,экспертные,2,4,экспертный
16769,конкурсное,1,4,конкурсный
16770,принципа,1,3,принцип
16771,приколов,2,3,прикол
16772,строга,2,2,строгий
16773,поясе,1,3,пояс
16774,дотянулась,3,4,дотягиваться
16775,пашни,1,2,пашня
16776,продемонстрировав,4,6,продемонстрировать
16777,вебсайт,2,2,вебсайт
16778,установкой,3,4,установка
16779,занервничал,2,4,занервничать
16780,подводки,2,3,подводка
16781,лайфхак,2,2,лайфхак
16782,коваленко,3,4,коваленко
16783,рельеф,2,2,рельеф
16784,инвалидность,3,4,инвалидность
16785,калуге,2,3,калуга
16786,овна,2,2,овен
16787,легки,2,2,легкий
16788,прокуроров,3,4,прокурор
16789,шахматная,1,4,шахматный
16790,олигарх,3,3,олигарх
16791,запишитесь,3,4,записываться
16792,болотам,2,3,болото
16793,бойкотировать,3,5,бойкотировать
16794,желез,2,2,железо
16795,подействовало,2,5,подействовать
16796,билингвы,2,3,билингва
16797,надписью,1,3,надпись
16798,обменять,3,3,обменять
16799,танцую,2,3,танцевать
16800,шаманом,2,3,шаман
16801,иммунитетом,4,5,иммунитет
16802,кромок,1,2,кромка
16803,коркой,1,2,корка
16804,притянув,3,3,притягивать
16805,приближающихся,3,6,приближаться
16806,энциклопедии,4,6,энциклопедия
16807,гениальная,3,5,гениальный
16808,лаг,1,1,лаг
16809,окружению,3,5,окружение
16810,раздались,2,3,раздаваться
16811,подметки,2,3,подметка
16812,лотерею,3,4,лотерея
16813,сборам,1,2,сбор
16814,красногвардейская,4,6,красногвардейский
16815,подвес,2,2,подвес
16816,барвиха,2,3,барвиха
16817,струился,2,3,струиться
16818,забронировать,3,5,забронировать
16819,грудному,2,3,грудной
16820,интерьерный,3,4,интерьерный
16821,настраиваться,2,5,настраиваться
16822,заплясали,3,4,заплясать
16823,ежегодные,3,5,ежегодный
16824,охотнее,2,4,охотно
16825,вадимович,2,4,вадимович
16826,машинные,2,4,машинный
16827,боксу,1,2,бокс
16828,кокосовые,2,5,кокосовый
16829,всыпать,1,2,всыпать
16830,ответчиком,2,4,ответчик
16831,тост,1,1,тост
16832,государствах,3,4,государство
16833,купи,2,2,купить
16834,иммобилайзер,4,5,иммобилайзер
16835,рустик,1,2,рустика
16836,взвешенный,1,3,взвешивать
16837,мировом,3,3,мировой
16838,недорогой,4,4,недорогой
16839,обогрева,3,4,обогрев
16840,родное,1,3,родной
16841,воссоздать,3,3,воссоздавать
16842,знаменитостями,3,6,знаменитость
16843,заварил,3,3,заваривать
16844,финнов,1,2,финн
16845,корочки,1,3,корочка
16846,присущей,2,3,присущий
16847,годности,1,3,годность
16848,заказывая,2,5,заказывать
16849,фанера,2,3,фанера
16850,видеоархив,5,5,видеоархив
16851,фундаментальное,4,6,фундаментальный
16852,выстроена,1,4,выстраивать
16853,вечеря,1,3,вечеря
16854,амнистии,2,4,амнистия
16855,покаянием,3,5,покаяние
16856,напомнят,2,3,напоминать
16857,изображенные,4,6,изображать
16858,выносные,3,4,выносной
16859,иллюстрацию,3,5,иллюстрация
16860,фантом,1,2,фантом
16861,близок,1,2,близкий
16862,нарастала,3,4,нарастать
16863,тяжёлой,2,3,тяжелый
16864,слоёв,2,2,слой
16865,одиночки,3,4,одиночка
16866,сговора,1,3,сговор
16867,узнавала,3,4,узнавать
16868,пайка,1,2,пайка
16869,предлагали,3,4,предлагать
16870,ликвидировано,3,6,ликвидировать
16871,юниор,3,3,юниор
16872,навеска,2,3,навеска
16873,некрасова,2,4,некрасова
16874,реакторы,2,4,реактор
16875,виджеты,1,3,виджет
16876,попытавшись,3,4,попытаться
16877,предметами,2,4,предмет
16878,держались,2,3,держаться
16879,норвегия,2,4,норвегия
16880,любовной,2,3,любовный
16881,матку,1,2,матка
16882,сорняки,3,3,сорняк
16883,основах,2,3,основа
16884,браков,1,2,брак
16885,факультете,3,4,факультет
16886,краевед,3,3,краевед
16887,лабиринтах,3,4,лабиринт
16888,установился,4,5,устанавливаться
16889,гражданский,2,3,гражданский
16890,егерей,3,3,егерь
16891,брюшко,2,2,брюшко
16892,курю,2,2,курить
16893,байки,1,2,байка
16894,грузами,1,3,груз
16895,клейкая,1,3,клейкий
16896,ноя,1,2,ной
16897,комплиментами,3,5,комплимент
16898,старцев,1,2,старец
16899,купаясь,2,3,купаться
16900,толстушка,2,3,толстушка
16901,визуальное,3,5,визуальный
16902,серебристых,3,4,серебристый
16903,координация,4,6,координация
16904,малышкой,2,3,малышка
16905,двухсторонняя,3,5,двухсторонний
16906,укрепляется,3,5,укрепляться
16907,поставят,2,3,поставлять
16908,разочарована,4,6,разочаровывать
16909,переводчиком,3,5,переводчик
16910,бестия,1,3,бестия
16911,реагенты,3,4,реагент
16912,приобретению,4,6,приобретение
16913,плаща,2,2,плащ
16914,извлек,2,2,извлекать
16915,перестанет,3,4,переставать
16916,девице,2,3,девица
16917,гостиничном,2,4,гостиничный
16918,артистами,2,4,артист
16919,управляемым,3,5,управляемый
16920,танков,2,2,танк
16921,душно,1,2,душно
16922,беспокоит,3,4,беспокоить
16923,гаечные,1,4,гаечный
16924,повергло,2,3,повергать
16925,тушенки,2,3,тушенка
16926,страхованием,3,5,страхование
16927,предполагала,4,5,предполагать
16928,кремов,1,2,крем
16929,свитка,1,2,свиток
16930,сиденьями,2,4,сидение
16931,неприязни,3,4,неприязнь
16932,вакансия,2,4,вакансия
16933,укромном,2,3,укромный
16934,отбиваясь,3,4,отбиваться
16935,березы,2,3,береза
16936,вступился,2,3,вступаться
16937,орудовать,2,4,орудовать
16938,общалась,2,3,общаться
16939,тортом,1,2,торт
16940,звонку,2,2,звонок
16941,плоту,2,2,плот
16942,рекомендованы,4,6,рекомендовать
16943,нивелиры,3,4,нивелир
16944,тонкая,1,3,тонкий
16945,запущенной,2,4,запущенный
16946,разработали,3,5,разрабатывать
16947,закружился,3,4,закружиться
16948,лазо,2,2,лазо
16949,написанное,2,5,написать
16950,вдавил,2,2,вдавливать
16951,сполохи,2,3,сполохи
16952,печки,1,2,печка
16953,угольник,2,3,угольник
16954,южан,2,2,южанин
16955,соколов,1,3,соколов
16956,приведя,3,3,приводить
16957,троллей,1,2,тролль
16958,чахотки,2,3,чахотка
16959,арендатора,3,5,арендатор
16960,телесной,2,3,телесный
16961,аарон,3,3,аарон
16962,возникал,3,3,возникать
16963,живешь,2,2,жить
16964,втор,1,1,втора
16965,пропущенного,2,5,пропустить
16966,развалины,2,4,развалины
16967,автогрейдер,3,4,автогрейдер
16968,действительны,2,4,действительный
16969,прочитай,3,3,прочитывать
16970,тройные,2,3,тройной
16971,посольству,2,3,посольство
16972,лишен,1,2,лишенный
16973,самолётах,3,4,самолет
16974,притаилась,3,4,притаиться
16975,террором,2,3,террор
16976,зеркального,2,4,зеркальный
16977,болотом,2,3,болото
16978,разительно,2,4,разительный
16979,ведомству,1,3,ведомство
16980,одернула,2,4,одергивать
16981,проверив,2,3,проверять
16982,недопустимости,4,6,недопустимость
16983,поясница,3,4,поясница
16984,отдыхала,3,4,отдыхать
16985,гражданами,1,4,гражданин
16986,пленарном,2,3,пленарный
16987,выглядывает,2,5,выглядывать
16988,офицерами,3,5,офицер
16989,переписка,3,4,переписка
16990,амазонки,3,4,амазонка
16991,остром,1,2,острый
16992,внутренность,1,3,внутренность
16993,чашечку,1,3,чашечка
16994,татары,2,3,татарин
16995,понарошку,3,4,понарошку
16996,постоянство,3,4,постоянство
16997,списана,1,3,списывать
16998,предъявил,3,3,предъявлять
16999,работающая,2,6,работать
17000,коралл,2,2,коралл
17001,служения,2,4,служение
17002,загородное,1,5,загородный
17003,поживу,2,3,пожить
17004,майер,1,2,майер
17005,колготы,3,3,колгота
17006,актуальной,3,4,актуальный
17007,шереметьево,3,5,шереметьево
17008,ремарка,2,3,ремарка
17009,трезвости,1,3,трезвость
17010,бессмысленная,2,5,бессмысленный
17011,вокальные,2,4,вокальный
17012,застать,2,2,заставать
17013,лесенка,1,3,лесенка
17014,приведенных,3,4,приводить
17015,делано,1,3,делать
17016,присест,2,2,присест
17017,сверла,1,2,сверло
17018,богослов,3,3,богослов
17019,сборщиков,1,3,сборщик
17020,товарищеские,2,6,товарищеский
17021,йогуртницы,2,4,йогуртница
17022,сомы,2,2,сом
17023,берта,1,2,берта
17024,маком,1,2,мак
17025,продумано,2,4,продумывать
17026,новосёлки,3,4,новоселка
17027,прочистка,2,3,прочистка
17028,эдем,2,2,эдем
17029,экзамену,2,4,экзамен
17030,поддерживало,2,5,поддерживать
17031,ступайте,2,3,ступать
17032,регулирующих,3,6,регулировать
17033,уберет,3,3,убирать
17034,ядовитым,3,4,ядовитый
17035,клешни,2,2,клешня
17036,минутой,2,3,минута
17037,визуальный,3,4,визуальный
17038,темнота,3,3,темнота
17039,мужчинах,2,3,мужчина
17040,традиционных,4,5,традиционный
17041,раздавлен,2,3,раздавливать
17042,приятных,2,3,приятный
17043,безналичный,3,4,безналичный
17044,февральская,2,4,февральский
17045,доживет,3,3,доживать
17046,слоями,2,3,слой
17047,митингующие,3,6,митинговать
17048,общаетесь,2,4,общаться
17049,шестерни,3,3,шестерня
17050,изучая,3,4,изучать
17051,комнатам,1,3,комната
17052,указаниям,3,5,указание
17053,впали,1,2,впадать
17054,яснее,2,3,ясный
17055,оторвавшись,3,4,отрываться
17056,расстановкой,3,4,расстановка
17057,богданович,3,4,богданович
17058,подключилась,3,4,подключаться
17059,зачисления,3,5,зачисление
17060,планшета,2,3,планшет
17061,уз,1,1,узы
17062,добавкой,2,3,добавка
17063,выраженное,1,5,выражать
17064,жигулевск,3,3,жигулевск
17065,преподавателя,4,6,преподаватель
17066,услугах,2,3,услуга
17067,отстают,3,3,отставать
17068,пушкиным,1,3,пушкин
17069,конница,1,3,конница
17070,священнослужитель,5,6,священнослужитель
17071,наделила,3,4,наделять
17072,заграничные,3,5,заграничный
17073,ушибов,2,3,ушиб
17074,копит,1,2,копить
17075,убрано,1,3,убирать
17076,теплиц,2,2,теплица
17077,стартового,1,4,стартовый
17078,розовыми,1,4,розовый
17079,кики,1,2,кик
17080,хмыкнула,1,3,хмыкнуть
17081,прибыльные,1,4,прибыльный
17082,фаршированные,3,6,фаршированный
17083,отдали,3,3,отдавать
17084,возникнет,2,3,возникать
17085,болторезы,3,4,болторез
17086,арарат,3,3,арарат
17087,ругались,2,3,ругаться
17088,пересказал,4,4,пересказывать
17089,пересекала,4,5,пересекать
17090,учащимся,2,4,учащийся
17091,возникала,3,4,возникать
17092,презирать,3,3,презирать
17093,комедийный,3,4,комедийный
17094,рулонах,2,3,рулон
17095,неопытных,2,4,неопытный
17096,охотничье,2,4,охотничий
17097,зарплатных,2,3,зарплатной
17098,тигран,2,2,тигран
17099,ограничиваясь,3,6,ограничиваться
17100,милостыню,1,4,милостыня
17101,владелица,2,4,владелица
17102,семейством,2,3,семейство
17103,неверной,2,3,неверный
17104,покрасить,2,3,покрасить
17105,грузовом,3,3,грузовой
17106,заговорщицки,3,5,заговорщицкий
17107,вставкой,1,2,вставка
